vx(m/s)	vy(m/s)	vz(m/s)	vr(m/s)	x(m)	y(m)	z(m)	t(s)	P(kPa)
215.12	319.459	0	385.137	1027.34	2503.19	0	4.11	81.9866
214.99	319.167	0	384.823	1029.49	2506.39	0	4.12	81.9539
214.86	318.876	0	384.509	1031.64	2509.58	0	4.13	81.9212
214.73	318.586	0	384.195	1033.79	2512.76	0	4.14	81.8885
214.601	318.296	0	383.882	1035.94	2515.95	0	4.15	81.8559
214.472	318.006	0	383.57	1038.08	2519.13	0	4.16	81.8233
214.343	317.717	0	383.258	1040.23	2522.31	0	4.17	81.7908
214.214	317.428	0	382.946	1042.37	2525.49	0	4.18	81.7583
214.085	317.139	0	382.635	1044.51	2528.66	0	4.19	81.7258
213.957	316.851	0	382.325	1046.65	2531.83	0	4.2	81.6934
213.829	316.564	0	382.015	1048.79	2535	0	4.21	81.6611
213.701	316.276	0	381.705	1050.93	2538.16	0	4.22	81.6287
213.574	315.99	0	381.396	1053.07	2541.32	0	4.23	81.5964
213.446	315.703	0	381.088	1055.2	2544.48	0	4.24	81.5642
213.319	315.417	0	380.78	1057.34	2547.64	0	4.25	81.532
213.191	315.13	0	380.47	1059.47	2550.79	0	4.26	81.4998
213.064	314.843	0	380.161	1061.6	2553.94	0	4.27	81.4677
212.936	314.557	0	379.852	1063.73	2557.09	0	4.28	81.4356
212.809	314.27	0	379.544	1065.86	2560.23	0	4.29	81.4035
212.682	313.985	0	379.236	1067.99	2563.38	0	4.3	81.3715
212.555	313.7	0	378.929	1070.11	2566.52	0	4.31	81.3395
212.428	313.415	0	378.622	1072.24	2569.65	0	4.32	81.3076
212.302	313.131	0	378.316	1074.36	2572.78	0	4.33	81.2757
212.176	312.847	0	378.01	1076.49	2575.91	0	4.34	81.2438
212.05	312.563	0	377.705	1078.61	2579.04	0	4.35	81.212
211.925	312.28	0	377.4	1080.73	2582.17	0	4.36	81.1802
211.799	311.997	0	377.096	1082.85	2585.29	0	4.37	81.1485
211.674	311.715	0	376.792	1084.96	2588.41	0	4.38	81.1168
211.55	311.433	0	376.489	1087.08	2591.52	0	4.39	81.0851
211.425	311.152	0	376.186	1089.2	2594.64	0	4.4	81.0535
211.301	310.871	0	375.884	1091.31	2597.75	0	4.41	81.0219
211.177	310.59	0	375.582	1093.42	2600.86	0	4.42	80.9903
211.053	310.31	0	375.28	1095.53	2603.96	0	4.43	80.9588
210.929	310.03	0	374.98	1097.64	2607.06	0	4.44	80.9273
210.806	309.751	0	374.679	1099.75	2610.16	0	4.45	80.8959
210.683	309.472	0	374.379	1101.86	2613.26	0	4.46	80.8645
210.56	309.193	0	374.08	1103.97	2616.35	0	4.47	80.8332
210.437	308.915	0	373.781	1106.07	2619.44	0	4.48	80.8018
210.315	308.637	0	373.483	1108.18	2622.53	0	4.49	80.7706
210.193	308.36	0	373.185	1110.28	2625.62	0	4.5	80.7393
210.071	308.083	0	372.887	1112.38	2628.7	0	4.51	80.7081
209.949	307.807	0	372.591	1114.48	2631.78	0	4.52	80.6769
209.828	307.531	0	372.294	1116.58	2634.86	0	4.53	80.6458
209.707	307.255	0	371.998	1118.68	2637.93	0	4.54	80.6147
209.586	306.98	0	371.703	1120.77	2641	0	4.55	80.5837
209.465	306.705	0	371.408	1122.87	2644.07	0	4.56	80.5526
209.345	306.431	0	371.113	1124.96	2647.14	0	4.57	80.5217
209.224	306.157	0	370.819	1127.06	2650.2	0	4.58	80.4907
209.105	305.884	0	370.526	1129.15	2653.26	0	4.59	80.4598
208.985	305.61	0	370.233	1131.24	2656.32	0	4.6	80.4289
208.865	305.338	0	369.94	1133.33	2659.38	0	4.61	80.3981
208.746	305.066	0	369.648	1135.42	2662.43	0	4.62	80.3673
208.627	304.794	0	369.357	1137.5	2665.48	0	4.63	80.3366
208.509	304.522	0	369.066	1139.59	2668.52	0	4.64	80.3058
208.39	304.251	0	368.775	1141.67	2671.57	0	4.65	80.2752
208.272	303.981	0	368.485	1143.76	2674.61	0	4.66	80.2445
208.154	303.71	0	368.196	1145.84	2677.65	0	4.67	80.2139
208.036	303.441	0	367.907	1147.92	2680.69	0	4.68	80.1833
207.919	303.171	0	367.618	1150	2683.72	0	4.69	80.1528
207.802	302.902	0	367.33	1152.08	2686.75	0	4.7	80.1223
207.685	302.634	0	367.043	1154.16	2689.78	0	4.71	80.0918
207.568	302.366	0	366.756	1156.23	2692.8	0	4.72	80.0614
207.452	302.098	0	366.469	1158.31	2695.83	0	4.73	80.031
207.336	301.831	0	366.183	1160.38	2698.85	0	4.74	80.0007
207.22	301.564	0	365.897	1162.46	2701.86	0	4.75	79.9704
207.104	301.298	0	365.612	1164.53	2704.88	0	4.76	79.9401
206.988	301.032	0	365.328	1166.6	2707.89	0	4.77	79.9098
206.873	300.766	0	365.043	1168.67	2710.9	0	4.78	79.8796
206.758	300.501	0	364.76	1170.74	2713.91	0	4.79	79.8494
206.643	300.236	0	364.477	1172.8	2716.91	0	4.8	79.8193
206.529	299.972	0	364.194	1174.87	2719.91	0	4.81	79.7892
206.415	299.708	0	363.912	1176.93	2722.91	0	4.82	79.7591
206.301	299.444	0	363.63	1179	2725.91	0	4.83	79.7291
206.187	299.181	0	363.349	1181.06	2728.9	0	4.84	79.6991
206.074	298.918	0	363.068	1183.12	2731.89	0	4.85	79.6692
205.96	298.656	0	362.788	1185.18	2734.88	0	4.86	79.6392
205.847	298.394	0	362.508	1187.24	2737.87	0	4.87	79.6093
205.735	298.133	0	362.229	1189.3	2740.85	0	4.88	79.5795
205.622	297.872	0	361.95	1191.36	2743.83	0	4.89	79.5497
205.51	297.611	0	361.672	1193.41	2746.81	0	4.9	79.5199
205.398	297.351	0	361.394	1195.47	2749.78	0	4.91	79.4901
205.286	297.091	0	361.117	1197.52	2752.76	0	4.92	79.4604
205.175	296.832	0	360.84	1199.57	2755.73	0	4.93	79.4308
205.063	296.573	0	360.564	1201.63	2758.69	0	4.94	79.4011
204.952	296.314	0	360.288	1203.68	2761.66	0	4.95	79.3715
204.842	296.056	0	360.013	1205.72	2764.62	0	4.96	79.3419
204.731	295.798	0	359.738	1207.77	2767.58	0	4.97	79.3124
204.621	295.541	0	359.463	1209.82	2770.54	0	4.98	79.2829
204.511	295.284	0	359.19	1211.87	2773.49	0	4.99	79.2534
204.401	295.027	0	358.916	1213.91	2776.44	0	5	79.224
204.291	294.771	0	358.643	1215.95	2779.39	0	5.01	79.1946
204.182	294.515	0	358.371	1218	2782.34	0	5.02	79.1652
204.073	294.26	0	358.099	1220.04	2785.28	0	5.03	79.1359
203.964	294.005	0	357.827	1222.08	2788.23	0	5.04	79.1066
203.856	293.75	0	357.556	1224.12	2791.16	0	5.05	79.0773
203.747	293.496	0	357.286	1226.16	2794.1	0	5.06	79.0481
203.639	293.243	0	357.016	1228.19	2797.04	0	5.07	79.0189
203.532	292.989	0	356.746	1230.23	2799.97	0	5.08	78.9898
203.424	292.736	0	356.477	1232.26	2802.9	0	5.09	78.9606
203.317	292.484	0	356.208	1234.3	2805.82	0	5.1	78.9315
203.21	292.232	0	355.94	1236.33	2808.75	0	5.11	78.9025
203.103	291.98	0	355.673	1238.36	2811.67	0	5.12	78.8735
202.996	291.729	0	355.406	1240.39	2814.59	0	5.13	78.8445
202.89	291.478	0	355.139	1242.42	2817.5	0	5.14	78.8155
202.784	291.227	0	354.873	1244.45	2820.42	0	5.15	78.7866
202.678	290.977	0	354.607	1246.48	2823.33	0	5.16	78.7577
202.572	290.728	0	354.342	1248.5	2826.24	0	5.17	78.7288
202.467	290.478	0	354.077	1250.53	2829.14	0	5.18	78.7
202.362	290.229	0	353.812	1252.55	2832.05	0	5.19	78.6712
202.257	289.981	0	353.549	1254.58	2834.95	0	5.2	78.6425
202.152	289.733	0	353.285	1256.6	2837.85	0	5.21	78.6137
202.048	289.485	0	353.022	1258.62	2840.75	0	5.22	78.585
201.943	289.238	0	352.76	1260.64	2843.64	0	5.23	78.5564
201.839	288.991	0	352.498	1262.66	2846.53	0	5.24	78.5278
201.736	288.744	0	352.237	1264.68	2849.42	0	5.25	78.4992
201.632	288.498	0	351.976	1266.7	2852.31	0	5.26	78.4706
201.529	288.252	0	351.715	1268.71	2855.19	0	5.27	78.4421
201.426	288.007	0	351.455	1270.73	2858.07	0	5.28	78.4136
201.323	287.761	0	351.194	1272.74	2860.95	0	5.29	78.3851
201.219	287.515	0	350.933	1274.75	2863.83	0	5.3	78.3567
201.116	287.27	0	350.673	1276.77	2866.7	0	5.31	78.3283
201.013	287.025	0	350.413	1278.78	2869.57	0	5.32	78.2999
200.91	286.78	0	350.154	1280.79	2872.44	0	5.33	78.2716
200.808	286.535	0	349.895	1282.79	2875.31	0	5.34	78.2433
200.705	286.292	0	349.636	1284.8	2878.18	0	5.35	78.2151
200.603	286.048	0	349.378	1286.81	2881.04	0	5.36	78.1868
200.502	285.805	0	349.121	1288.81	2883.9	0	5.37	78.1586
200.4	285.562	0	348.864	1290.82	2886.75	0	5.38	78.1305
200.299	285.32	0	348.607	1292.82	2889.61	0	5.39	78.1023
200.198	285.078	0	348.351	1294.83	2892.46	0	5.4	78.0742
200.097	284.836	0	348.096	1296.83	2895.31	0	5.41	78.0461
199.997	284.595	0	347.841	1298.83	2898.16	0	5.42	78.0181
199.896	284.354	0	347.586	1300.83	2901	0	5.43	77.9901
199.796	284.114	0	347.332	1302.83	2903.85	0	5.44	77.9621
199.697	283.874	0	347.078	1304.82	2906.69	0	5.45	77.9342
199.597	283.635	0	346.825	1306.82	2909.53	0	5.46	77.9063
199.498	283.396	0	346.572	1308.82	2912.36	0	5.47	77.8784
199.399	283.157	0	346.32	1310.81	2915.19	0	5.48	77.8505
199.3	282.919	0	346.069	1312.8	2918.03	0	5.49	77.8227
199.202	282.681	0	345.817	1314.8	2920.85	0	5.5	77.7949
199.103	282.443	0	345.567	1316.79	2923.68	0	5.51	77.7672
199.005	282.206	0	345.317	1318.78	2926.5	0	5.52	77.7394
198.908	281.97	0	345.067	1320.77	2929.32	0	5.53	77.7118
198.81	281.734	0	344.818	1322.76	2932.14	0	5.54	77.6841
198.713	281.498	0	344.569	1324.75	2934.96	0	5.55	77.6565
198.616	281.262	0	344.321	1326.73	2937.77	0	5.56	77.6289
198.519	281.027	0	344.073	1328.72	2940.59	0	5.57	77.6013
198.423	280.793	0	343.826	1330.7	2943.4	0	5.58	77.5738
198.327	280.559	0	343.579	1332.69	2946.2	0	5.59	77.5463
198.231	280.325	0	343.333	1334.67	2949.01	0	5.6	77.5188
198.135	280.092	0	343.087	1336.65	2951.81	0	5.61	77.4913
198.04	279.859	0	342.842	1338.63	2954.61	0	5.62	77.4639
197.945	279.626	0	342.597	1340.61	2957.41	0	5.63	77.4365
197.85	279.394	0	342.353	1342.59	2960.2	0	5.64	77.4092
197.755	279.162	0	342.109	1344.57	2963	0	5.65	77.3819
197.661	278.931	0	341.866	1346.55	2965.79	0	5.66	77.3546
197.567	278.7	0	341.623	1348.52	2968.58	0	5.67	77.3273
197.473	278.47	0	341.381	1350.5	2971.36	0	5.68	77.3001
197.379	278.24	0	341.139	1352.47	2974.15	0	5.69	77.2729
197.286	278.01	0	340.898	1354.45	2976.93	0	5.7	77.2457
197.193	277.781	0	340.657	1356.42	2979.71	0	5.71	77.2186
197.1	277.552	0	340.417	1358.39	2982.48	0	5.72	77.1915
197.007	277.324	0	340.177	1360.36	2985.26	0	5.73	77.1644
196.915	277.096	0	339.938	1362.33	2988.03	0	5.74	77.1373
196.823	276.869	0	339.699	1364.3	2990.8	0	5.75	77.1103
196.731	276.641	0	339.461	1366.27	2993.57	0	5.76	77.0833
196.64	276.415	0	339.223	1368.24	2996.34	0	5.77	77.0564
196.549	276.189	0	338.986	1370.2	2999.1	0	5.78	77.0294
196.458	275.963	0	338.749	1372.17	3001.86	0	5.79	77.0025
196.367	275.737	0	338.513	1374.13	3004.62	0	5.8	76.9757
196.277	275.512	0	338.277	1376.09	3007.38	0	5.81	76.9488
196.186	275.288	0	338.042	1378.06	3010.13	0	5.82	76.922
196.097	275.063	0	337.807	1380.02	3012.88	0	5.83	76.8952
196.007	274.84	0	337.573	1381.98	3015.63	0	5.84	76.8685
195.918	274.616	0	337.339	1383.94	3018.38	0	5.85	76.8418
195.828	274.393	0	337.106	1385.9	3021.12	0	5.86	76.8151
195.74	274.171	0	336.873	1387.86	3023.87	0	5.87	76.7884
195.651	273.948	0	336.641	1389.81	3026.61	0	5.88	76.7618
195.563	273.727	0	336.409	1391.77	3029.35	0	5.89	76.7352
195.475	273.505	0	336.178	1393.72	3032.08	0	5.9	76.7086
195.387	273.285	0	335.947	1395.68	3034.82	0	5.91	76.682
195.299	273.064	0	335.717	1397.63	3037.55	0	5.92	76.6555
195.212	272.844	0	335.487	1399.59	3040.28	0	5.93	76.629
195.125	272.624	0	335.258	1401.54	3043.01	0	5.94	76.6026
195.038	272.405	0	335.029	1403.49	3045.73	0	5.95	76.5761
194.952	272.186	0	334.801	1405.44	3048.46	0	5.96	76.5497
194.865	271.968	0	334.573	1407.39	3051.18	0	5.97	76.5234
194.779	271.75	0	334.346	1409.34	3053.9	0	5.98	76.497
194.694	271.532	0	334.119	1411.28	3056.61	0	5.99	76.4707
194.608	271.315	0	333.892	1413.23	3059.33	0	6	76.4444
194.523	271.098	0	333.666	1415.18	3062.04	0	6.01	76.4181
194.438	270.881	0	333.441	1417.12	3064.75	0	6.02	76.3919
194.353	270.665	0	333.216	1419.06	3067.46	0	6.03	76.3657
194.269	270.45	0	332.992	1421.01	3070.17	0	6.04	76.3395
194.185	270.235	0	332.768	1422.95	3072.87	0	6.05	76.3134
194.101	270.02	0	332.544	1424.89	3075.57	0	6.06	76.2872
194.017	269.805	0	332.322	1426.83	3078.27	0	6.07	76.2612
193.934	269.591	0	332.099	1428.77	3080.97	0	6.08	76.2351
193.851	269.378	0	331.877	1430.71	3083.66	0	6.09	76.2091
193.768	269.165	0	331.656	1432.65	3086.36	0	6.1	76.183
193.685	268.952	0	331.435	1434.59	3089.05	0	6.11	76.1571
193.603	268.74	0	331.214	1436.52	3091.74	0	6.12	76.1311
193.521	268.528	0	330.995	1438.46	3094.42	0	6.13	76.1052
193.439	268.316	0	330.775	1440.39	3097.11	0	6.14	76.0793
193.358	268.105	0	330.556	1442.33	3099.79	0	6.15	76.0534
193.276	267.894	0	330.338	1444.26	3102.47	0	6.16	76.0276
193.195	267.684	0	330.12	1446.19	3105.15	0	6.17	76.0018
193.115	267.474	0	329.902	1448.13	3107.82	0	6.18	75.976
193.034	267.264	0	329.685	1450.06	3110.5	0	6.19	75.9502
192.954	267.055	0	329.469	1451.99	3113.17	0	6.2	75.9245
192.874	266.847	0	329.253	1453.92	3115.84	0	6.21	75.8988
192.794	266.638	0	329.038	1455.84	3118.51	0	6.22	75.8731
192.715	266.431	0	328.823	1457.77	3121.17	0	6.23	75.8474
192.636	266.223	0	328.608	1459.7	3123.84	0	6.24	75.8218
192.557	266.016	0	328.394	1461.63	3126.5	0	6.25	75.7962
192.478	265.809	0	328.181	1463.55	3129.16	0	6.26	75.7706
192.4	265.603	0	327.968	1465.48	3131.82	0	6.27	75.7451
192.322	265.397	0	327.755	1467.4	3134.47	0	6.28	75.7196
192.244	265.192	0	327.543	1469.32	3137.12	0	6.29	75.6941
192.166	264.987	0	327.332	1471.24	3139.77	0	6.3	75.6686
192.089	264.782	0	327.12	1473.17	3142.42	0	6.31	75.6432
192.012	264.578	0	326.91	1475.09	3145.07	0	6.32	75.6178
191.935	264.374	0	326.7	1477.01	3147.72	0	6.33	75.5924
191.859	264.171	0	326.49	1478.93	3150.36	0	6.34	75.567
191.783	263.968	0	326.281	1480.84	3153	0	6.35	75.5417
191.707	263.765	0	326.073	1482.76	3155.64	0	6.36	75.5164
191.631	263.563	0	325.865	1484.68	3158.28	0	6.37	75.4911
191.555	263.361	0	325.657	1486.59	3160.91	0	6.38	75.4659
191.48	263.16	0	325.45	1488.51	3163.54	0	6.39	75.4406
191.405	262.958	0	325.243	1490.42	3166.18	0	6.4	75.4154
191.33	262.757	0	325.037	1492.34	3168.8	0	6.41	75.3903
191.256	262.557	0	324.831	1494.25	3171.43	0	6.42	75.3651
191.182	262.357	0	324.625	1496.16	3174.06	0	6.43	75.34
191.108	262.157	0	324.42	1498.07	3176.68	0	6.44	75.3149
191.034	261.958	0	324.216	1499.99	3179.3	0	6.45	75.2898
190.96	261.759	0	324.012	1501.9	3181.92	0	6.46	75.2648
190.887	261.561	0	323.809	1503.8	3184.54	0	6.47	75.2398
190.814	261.363	0	323.606	1505.71	3187.15	0	6.48	75.2148
190.742	261.166	0	323.403	1507.62	3189.76	0	6.49	75.1898
190.669	260.968	0	323.201	1509.53	3192.37	0	6.5	75.1649
190.597	260.772	0	323	1511.44	3194.98	0	6.51	75.14
190.525	260.575	0	322.799	1513.34	3197.59	0	6.52	75.1151
190.454	260.379	0	322.599	1515.25	3200.2	0	6.53	75.0902
190.382	260.184	0	322.399	1517.15	3202.8	0	6.54	75.0654
190.311	259.989	0	322.199	1519.05	3205.4	0	6.55	75.0405
190.24	259.794	0	322.001	1520.96	3208	0	6.56	75.0158
190.17	259.6	0	321.802	1522.86	3210.6	0	6.57	74.991
190.1	259.406	0	321.604	1524.76	3213.19	0	6.58	74.9663
190.03	259.212	0	321.407	1526.66	3215.79	0	6.59	74.9415
189.96	259.019	0	321.21	1528.56	3218.38	0	6.6	74.9168
189.891	258.827	0	321.014	1530.46	3220.97	0	6.61	74.8922
189.822	258.634	0	320.818	1532.36	3223.55	0	6.62	74.8675
189.753	258.442	0	320.622	1534.26	3226.14	0	6.63	74.8429
189.684	258.251	0	320.427	1536.15	3228.72	0	6.64	74.8183
189.616	258.06	0	320.233	1538.05	3231.31	0	6.65	74.7938
189.548	257.869	0	320.039	1539.95	3233.89	0	6.66	74.7692
189.48	257.679	0	319.846	1541.84	3236.46	0	6.67	74.7447
189.413	257.489	0	319.653	1543.74	3239.04	0	6.68	74.7202
189.346	257.3	0	319.461	1545.63	3241.61	0	6.69	74.6958
189.279	257.111	0	319.269	1547.52	3244.19	0	6.7	74.6713
189.212	256.923	0	319.078	1549.42	3246.76	0	6.71	74.6469
189.146	256.735	0	318.887	1551.31	3249.33	0	6.72	74.6225
189.08	256.547	0	318.697	1553.2	3251.89	0	6.73	74.5982
189.014	256.36	0	318.507	1555.09	3254.46	0	6.74	74.5738
188.949	256.173	0	318.318	1556.98	3257.02	0	6.75	74.5495
188.884	255.987	0	318.129	1558.87	3259.58	0	6.76	74.5252
188.819	255.801	0	317.941	1560.76	3262.14	0	6.77	74.5009
188.755	255.616	0	317.754	1562.65	3264.7	0	6.78	74.4767
188.69	255.43	0	317.567	1564.53	3267.25	0	6.79	74.4525
188.626	255.246	0	317.38	1566.42	3269.81	0	6.8	74.4283
188.563	255.062	0	317.194	1568.31	3272.36	0	6.81	74.4041
188.499	254.878	0	317.009	1570.19	3274.91	0	6.82	74.3799
188.436	254.694	0	316.824	1572.08	3277.46	0	6.83	74.3558
188.373	254.511	0	316.639	1573.96	3280	0	6.84	74.3317
188.311	254.329	0	316.455	1575.84	3282.55	0	6.85	74.3076
188.248	254.147	0	316.272	1577.73	3285.09	0	6.86	74.2836
188.186	253.965	0	316.089	1579.61	3287.63	0	6.87	74.2595
188.125	253.783	0	315.906	1581.49	3290.17	0	6.88	74.2355
188.063	253.602	0	315.724	1583.37	3292.71	0	6.89	74.2115
188.002	253.422	0	315.543	1585.25	3295.24	0	6.9	74.1876
187.941	253.242	0	315.362	1587.13	3297.78	0	6.91	74.1636
187.88	253.062	0	315.181	1589.01	3300.31	0	6.92	74.1397
187.82	252.882	0	315.001	1590.89	3302.84	0	6.93	74.1158
187.76	252.703	0	314.822	1592.77	3305.37	0	6.94	74.092
187.7	252.525	0	314.643	1594.65	3307.89	0	6.95	74.0681
187.64	252.346	0	314.464	1596.52	3310.42	0	6.96	74.0443
187.581	252.169	0	314.286	1598.4	3312.94	0	6.97	74.0205
187.522	251.991	0	314.108	1600.27	3315.46	0	6.98	73.9967
187.463	251.814	0	313.931	1602.15	3317.98	0	6.99	73.973
187.404	251.637	0	313.754	1604.02	3320.5	0	7	73.9492
187.346	251.461	0	313.578	1605.9	3323.01	0	7.01	73.9255
187.288	251.285	0	313.402	1607.77	3325.53	0	7.02	73.9018
187.23	251.109	0	313.227	1609.64	3328.04	0	7.03	73.8782
187.173	250.934	0	313.052	1611.52	3330.55	0	7.04	73.8545
187.115	250.759	0	312.878	1613.39	3333.06	0	7.05	73.8309
187.059	250.585	0	312.704	1615.26	3335.57	0	7.06	73.8073
187.002	250.411	0	312.531	1617.13	3338.07	0	7.07	73.7837
186.945	250.237	0	312.358	1619	3340.58	0	7.08	73.7602
186.889	250.064	0	312.185	1620.87	3343.08	0	7.09	73.7367
186.833	249.891	0	312.013	1622.74	3345.58	0	7.1	73.7132
186.777	249.719	0	311.842	1624.6	3348.08	0	7.11	73.6897
186.722	249.546	0	311.671	1626.47	3350.57	0	7.12	73.6662
186.667	249.375	0	311.5	1628.34	3353.07	0	7.13	73.6428
186.612	249.204	0	311.331	1630.21	3355.56	0	7.14	73.6194
186.558	249.033	0	311.161	1632.07	3358.05	0	7.15	73.596
186.504	248.863	0	310.993	1633.94	3360.54	0	7.16	73.5726
186.45	248.693	0	310.824	1635.8	3363.03	0	7.17	73.5492
186.396	248.523	0	310.656	1637.67	3365.52	0	7.18	73.5259
186.343	248.354	0	310.489	1639.53	3368	0	7.19	73.5026
186.29	248.185	0	310.322	1641.39	3370.48	0	7.2	73.4793
186.237	248.016	0	310.155	1643.26	3372.97	0	7.21	73.4561
186.184	247.848	0	309.989	1645.12	3375.44	0	7.22	73.4328
186.132	247.68	0	309.823	1646.98	3377.92	0	7.23	73.4096
186.079	247.513	0	309.658	1648.84	3380.4	0	7.24	73.3864
186.027	247.345	0	309.493	1650.7	3382.87	0	7.25	73.3632
185.976	247.179	0	309.329	1652.56	3385.35	0	7.26	73.3401
185.924	247.012	0	309.164	1654.42	3387.82	0	7.27	73.317
185.873	246.846	0	309.001	1656.28	3390.29	0	7.28	73.2938
185.822	246.68	0	308.837	1658.14	3392.76	0	7.29	73.2708
185.771	246.514	0	308.675	1660	3395.22	0	7.3	73.2477
185.72	246.349	0	308.512	1661.85	3397.69	0	7.31	73.2246
185.67	246.184	0	308.35	1663.71	3400.15	0	7.32	73.2016
185.619	246.019	0	308.188	1665.57	3402.61	0	7.33	73.1786
185.569	245.855	0	308.027	1667.42	3405.07	0	7.34	73.1556
185.52	245.691	0	307.866	1669.28	3407.53	0	7.35	73.1327
185.47	245.527	0	307.706	1671.13	3409.98	0	7.36	73.1097
185.421	245.364	0	307.546	1672.99	3412.44	0	7.37	73.0868
185.372	245.201	0	307.386	1674.84	3414.89	0	7.38	73.0639
185.323	245.038	0	307.227	1676.7	3417.34	0	7.39	73.041
185.274	244.876	0	307.068	1678.55	3419.79	0	7.4	73.0182
185.225	244.714	0	306.909	1680.4	3422.24	0	7.41	72.9953
185.177	244.552	0	306.751	1682.25	3424.69	0	7.42	72.9725
185.129	244.39	0	306.593	1684.11	3427.13	0	7.43	72.9497
185.081	244.229	0	306.435	1685.96	3429.58	0	7.44	72.927
185.033	244.068	0	306.278	1687.81	3432.02	0	7.45	72.9042
184.986	243.907	0	306.122	1689.66	3434.46	0	7.46	72.8815
184.938	243.747	0	305.965	1691.51	3436.9	0	7.47	72.8588
184.891	243.586	0	305.809	1693.36	3439.33	0	7.48	72.8361
184.844	243.427	0	305.653	1695.21	3441.77	0	7.49	72.8134
184.798	243.267	0	305.498	1697.05	3444.2	0	7.5	72.7908
184.751	243.108	0	305.343	1698.9	3446.63	0	7.51	72.7681
184.705	242.949	0	305.188	1700.75	3449.07	0	7.52	72.7455
184.659	242.79	0	305.034	1702.6	3451.49	0	7.53	72.7229
184.613	242.631	0	304.88	1704.44	3453.92	0	7.54	72.7004
184.567	242.473	0	304.726	1706.29	3456.35	0	7.55	72.6778
184.521	242.315	0	304.573	1708.13	3458.77	0	7.56	72.6553
184.476	242.158	0	304.42	1709.98	3461.19	0	7.57	72.6328
184.431	242	0	304.268	1711.82	3463.62	0	7.58	72.6103
184.386	241.843	0	304.116	1713.67	3466.04	0	7.59	72.5879
184.341	241.687	0	303.964	1715.51	3468.45	0	7.6	72.5654
184.297	241.53	0	303.812	1717.35	3470.87	0	7.61	72.543
184.252	241.374	0	303.661	1719.2	3473.28	0	7.62	72.5206
184.208	241.218	0	303.51	1721.04	3475.7	0	7.63	72.4982
184.164	241.062	0	303.36	1722.88	3478.11	0	7.64	72.4758
184.12	240.906	0	303.21	1724.72	3480.52	0	7.65	72.4535
184.076	240.751	0	303.06	1726.56	3482.93	0	7.66	72.4312
184.033	240.596	0	302.91	1728.4	3485.33	0	7.67	72.4089
183.989	240.441	0	302.761	1730.24	3487.74	0	7.68	72.3866
183.946	240.287	0	302.612	1732.08	3490.14	0	7.69	72.3643
183.903	240.132	0	302.463	1733.92	3492.55	0	7.7	72.3421
183.86	239.978	0	302.314	1735.76	3494.95	0	7.71	72.3199
183.817	239.824	0	302.166	1737.6	3497.35	0	7.72	72.2977
183.774	239.671	0	302.018	1739.44	3499.74	0	7.73	72.2755
183.732	239.517	0	301.871	1741.28	3502.14	0	7.74	72.2533
183.69	239.364	0	301.723	1743.11	3504.53	0	7.75	72.2312
183.648	239.211	0	301.576	1744.95	3506.93	0	7.76	72.209
183.606	239.058	0	301.43	1746.79	3509.32	0	7.77	72.1869
183.564	238.906	0	301.283	1748.62	3511.71	0	7.78	72.1648
183.522	238.753	0	301.137	1750.46	3514.1	0	7.79	72.1428
183.48	238.601	0	300.991	1752.29	3516.49	0	7.8	72.1207
183.439	238.449	0	300.845	1754.13	3518.87	0	7.81	72.0987
183.398	238.298	0	300.7	1755.96	3521.25	0	7.82	72.0767
183.357	238.146	0	300.555	1757.8	3523.64	0	7.83	72.0547
183.316	237.995	0	300.41	1759.63	3526.02	0	7.84	72.0327
183.275	237.844	0	300.265	1761.46	3528.4	0	7.85	72.0108
183.234	237.693	0	300.121	1763.3	3530.78	0	7.86	71.9889
183.194	237.542	0	299.977	1765.13	3533.15	0	7.87	71.967
183.153	237.392	0	299.833	1766.96	3535.53	0	7.88	71.9451
183.113	237.241	0	299.69	1768.79	3537.9	0	7.89	71.9232
183.073	237.091	0	299.546	1770.62	3540.27	0	7.9	71.9013
183.033	236.941	0	299.403	1772.45	3542.64	0	7.91	71.8795
182.993	236.792	0	299.26	1774.28	3545.01	0	7.92	71.8577
182.953	236.642	0	299.118	1776.11	3547.38	0	7.93	71.8359
182.913	236.493	0	298.975	1777.94	3549.74	0	7.94	71.8141
182.874	236.344	0	298.833	1779.77	3552.11	0	7.95	71.7924
182.834	236.195	0	298.691	1781.6	3554.47	0	7.96	71.7706
182.795	236.046	0	298.549	1783.43	3556.83	0	7.97	71.7489
182.756	235.897	0	298.408	1785.26	3559.19	0	7.98	71.7272
182.717	235.749	0	298.267	1787.08	3561.55	0	7.99	71.7055
182.678	235.601	0	298.126	1788.91	3563.91	0	8	71.6839
